City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Inhambane,MZ,-23.865,35.3833,69.28,72,95,9.51,overcast clouds
347,Dmitriyevka,RU,54.75,55.3333,58.55,94,88,7.52,overcast clouds
348,Mandalgovi,MN,45.7625,106.2708,42.4,86,100,33.51,overcast clouds
349,Poum,NC,-20.2333,164.0167,75.42,82,98,18.45,overcast clouds
350,Robertsport,LR,6.7533,-11.3686,79.84,81,100,11.59,overcast clouds
351,Key Largo,US,25.0865,-80.4473,83.98,49,14,8.5,few clouds
352,Boende,CD,-0.2167,20.8667,74.59,70,5,1.1,clear sky
353,Alta Floresta,BR,-9.8756,-56.0861,76.82,73,40,5.75,scattered clouds
354,Sarkand,KZ,45.41,79.9186,70.61,38,98,8.59,overcast clouds
355,Agen,FR,44.2,0.6333,72.72,60,99,3.44,haze
356,Pangai,TO,-19.8,-174.35,80.71,69,75,12.66,broken clouds
357,Kahramanmaras,TR,38.0,37.0,65.44,69,0,1.88,clear sky
358,Parkersburg,US,39.2667,-81.5615,75.52,48,20,3.44,few clouds
359,Dasoguz,TM,41.8363,59.9666,73.35,56,100,4.61,overcast clouds
360,Merauke,ID,-8.4667,140.3333,75.94,92,49,10.85,scattered clouds
361,Vikesa,NO,58.6376,6.0913,56.88,94,80,5.01,broken clouds
362,Tulun,RU,54.5611,100.5792,49.08,66,33,2.39,scattered clouds
363,Mankachar,IN,25.5333,89.8667,76.33,93,100,11.88,overcast clouds
364,Betare Oya,CM,5.6,14.0833,69.06,87,3,3.65,clear sky
365,Karratha,AU,-20.7377,116.8463,72.12,85,0,7.7,clear sky
366,Kano,NG,12.0001,8.5167,78.69,65,20,5.75,thunderstorm
367,Peniche,PT,39.3558,-9.3811,71.29,87,0,22.66,clear sky
368,Ahuimanu,US,21.4447,-157.8378,83.91,62,75,12.66,broken clouds
369,Sijunjung,ID,-0.6876,100.9537,70.27,99,97,1.52,overcast clouds
370,Port Augusta,AU,-32.5,137.7667,50.07,92,56,5.59,broken clouds
371,Lensk,RU,60.7253,114.9278,49.82,84,8,4.0,clear sky
372,Saint-Leu,RE,-21.15,55.2833,68.83,73,27,4.79,scattered clouds
373,Asyut,EG,27.181,31.1837,94.32,14,0,6.6,clear sky
374,Kuryk,KZ,43.2,51.65,72.91,41,5,9.44,clear sky
375,Freeport,US,40.6576,-73.5832,82.58,43,40,13.8,scattered clouds
376,Auki,SB,-8.7676,160.7034,76.23,86,17,3.6,few clouds
377,Rovaniemi,FI,66.5,25.7167,60.21,38,0,3.44,clear sky
378,Bayji,IQ,34.9311,43.487,85.75,14,0,7.58,clear sky
379,Timmins,CA,48.4669,-81.3331,66.02,37,75,8.05,broken clouds
380,Coihaique,CL,-45.5752,-72.0662,45.21,60,75,4.61,broken clouds
381,Bagar,IN,28.1874,75.5005,90.9,17,0,12.82,clear sky
382,Vilyuysk,RU,63.7553,121.6247,54.91,61,98,5.32,overcast clouds
383,Najran,SA,17.4924,44.1277,83.05,15,9,2.84,clear sky
384,Kingaroy,AU,-26.5333,151.8333,39.76,86,2,5.95,clear sky
385,Jalu,LY,29.0331,21.5482,84.15,38,7,17.85,clear sky
386,Boddam,GB,57.4667,-1.7833,56.43,84,99,20.54,moderate rain
387,Sazava,CZ,49.8716,14.8967,62.46,81,0,2.93,clear sky
388,Narasannapeta,IN,18.4167,84.05,85.71,62,100,4.18,overcast clouds
389,Krasnoselkup,RU,65.7,82.4667,61.27,50,67,16.13,broken clouds
390,Kurkino,RU,53.4257,38.6582,63.1,90,72,5.53,broken clouds
391,Albanel,CA,48.8832,-72.4487,67.98,60,100,16.11,overcast clouds
392,Tecoanapa,MX,16.5167,-98.75,86.43,66,61,13.78,broken clouds
393,Vydrino,RU,51.485,104.8461,47.7,91,100,5.68,overcast clouds
394,Kochevo,RU,59.5994,54.3125,54.95,92,100,6.85,light rain
395,Ambad,IN,19.6167,75.8,80.19,69,100,15.86,overcast clouds
396,Saint-Pierre,RE,-21.3393,55.4781,67.91,77,0,5.75,clear sky
397,Lynchburg,US,37.4138,-79.1423,81.21,42,20,3.44,few clouds
398,Del Rio,US,29.3627,-100.8968,98.71,30,0,14.97,clear sky
399,Pangnirtung,CA,66.1451,-65.7125,39.2,81,75,14.97,broken clouds
400,Porto Walter,BR,-8.2686,-72.7439,78.46,95,98,2.82,moderate rain
401,Aswan,EG,24.0934,32.907,97.03,11,0,9.95,clear sky
402,Los Llanos De Aridane,ES,28.6585,-17.9182,69.12,87,0,16.11,clear sky
403,Ghanzi,BW,-21.5667,21.7833,54.0,33,0,8.93,clear sky
404,Taoudenni,ML,22.6783,-3.9836,103.24,8,2,1.59,clear sky
405,Primorsko-Akhtarsk,RU,46.0497,38.1747,68.2,77,92,1.28,overcast clouds
406,Ginda,IN,30.6945,78.4932,65.91,36,2,6.98,clear sky
407,Penapolis,BR,-21.4197,-50.0775,69.75,84,91,10.07,overcast clouds
408,Husavik,IS,66.0449,-17.3389,42.57,95,100,8.79,overcast clouds
409,Tadine,NC,-21.55,167.8833,70.61,95,100,1.45,overcast clouds
410,Salinas,US,36.6777,-121.6555,102.0,40,0,12.66,clear sky
411,Vernon,CA,50.2581,-119.2691,77.76,43,14,2.3,few clouds
412,Tokur,RU,53.1333,132.9,49.8,71,100,2.42,overcast clouds
413,San Angelo,US,31.4638,-100.437,100.94,27,0,6.91,clear sky
414,Saint George,US,37.1041,-113.5841,105.8,12,0,14.97,clear sky
415,Joigny,FR,47.9829,3.401,64.81,83,0,4.29,clear sky
416,Buin,CL,-33.7333,-70.75,77.32,31,100,1.43,overcast clouds
417,Vanimo,PG,-2.6741,141.3028,76.06,90,28,4.5,scattered clouds
418,Moba,CN,33.2288,105.0179,53.26,93,95,2.77,overcast clouds
419,Necochea,AR,-38.5473,-58.7368,47.68,67,100,24.63,overcast clouds
420,Tahoua,NE,14.8888,5.2692,91.85,26,100,8.5,overcast clouds
421,Kralendijk,BQ,12.15,-68.2667,85.98,70,75,18.41,broken clouds
422,Udachnyy,RU,66.4167,112.4,41.45,75,61,13.94,broken clouds
423,Aljezur,PT,37.3191,-8.8033,68.2,80,4,6.67,clear sky
424,Sioux Lookout,CA,50.1001,-91.917,69.87,37,20,12.66,few clouds
425,North Bend,US,43.4065,-124.2243,64.31,94,100,8.05,overcast clouds
426,Tobane,BW,-21.95,27.9,51.04,55,0,5.93,clear sky
427,Nalut,LY,30.3333,10.85,80.31,30,0,20.27,clear sky
428,Alihe,CN,50.5667,123.7167,53.08,94,10,0.51,clear sky
429,Riohacha,CO,11.5444,-72.9072,89.91,51,94,18.75,overcast clouds
430,Fresno,US,36.6666,-119.8343,99.41,30,0,5.75,clear sky
431,Khash,IR,28.2211,61.2158,83.79,17,21,4.29,few clouds
432,Soavinandriana,MG,-19.1667,46.7333,53.58,88,91,4.43,overcast clouds
433,Kovdor,RU,67.5662,30.4758,46.72,67,27,4.74,scattered clouds
434,Iralaya,HN,15.0,-83.2333,83.89,69,100,12.3,overcast clouds
435,Luau,AO,-10.7073,22.2247,59.2,52,14,2.24,few clouds
436,Coquimbo,CL,-29.9533,-71.3436,55.13,87,75,9.22,broken clouds
437,Atikokan,CA,48.7555,-91.6216,74.46,21,11,7.58,few clouds
438,Dubovskoye,RU,47.4092,42.7575,67.6,41,0,8.25,clear sky
439,Bunia,CD,1.5667,30.25,64.36,78,86,4.52,overcast clouds
440,Leo,BF,11.1,-2.1,87.85,35,41,3.06,scattered clouds
441,Maceio,BR,-9.6658,-35.7353,78.24,88,75,5.75,broken clouds
442,Rio Gallegos,AR,-51.6226,-69.2181,42.85,52,75,14.97,broken clouds
443,Wilmington,US,34.2257,-77.9447,84.94,66,20,10.36,few clouds
444,Japura,ID,-0.3167,102.35,73.8,98,87,1.66,light rain
445,Ust-Tsilma,RU,65.441,52.1498,52.97,90,100,11.07,light rain
446,Tiksi,RU,71.6872,128.8694,39.38,77,4,5.1,clear sky
447,Oriximina,BR,-1.7656,-55.8661,84.0,70,64,5.46,broken clouds
448,Corinto,GR,37.9407,22.9573,74.41,72,0,8.08,clear sky
449,Moussoro,TD,13.6408,16.4901,89.01,38,83,6.2,light rain
450,Hofn,IS,64.2539,-15.2082,51.82,76,100,14.97,overcast clouds
451,Kuytun,RU,54.3419,101.5036,49.78,56,14,1.72,few clouds
452,Hastings,GB,50.8552,0.5729,60.8,80,19,13.87,few clouds
453,Bhuj,IN,23.2667,69.6667,81.32,80,0,16.89,clear sky
454,Gazanjyk,TM,39.2446,55.5154,74.35,53,0,15.64,clear sky
455,Conde,BR,-7.2597,-34.9075,78.26,83,20,9.22,few clouds
456,Galesong,ID,-5.3166,119.3661,73.42,83,50,4.79,scattered clouds
457,Juneau,US,58.3019,-134.4197,60.8,100,75,17.27,broken clouds
458,Luba,GQ,3.4568,8.5547,79.07,86,28,9.06,light rain
459,Tinaquillo,VE,9.9186,-68.3047,86.07,55,97,1.28,overcast clouds
460,Rudnogorsk,RU,57.2639,103.7519,48.78,63,12,1.95,few clouds
461,Billings,US,45.7833,-108.5007,83.28,40,75,8.05,broken clouds
462,Salym,RU,60.0625,71.4789,53.49,98,100,3.58,overcast clouds
463,Fort Saint James,CA,54.4333,-124.25,66.72,29,48,9.64,scattered clouds
464,Marshall,US,34.3834,-86.3333,81.07,44,0,3.44,clear sky
465,Banfora,BF,10.6333,-4.7667,85.23,44,57,8.97,broken clouds
466,Suifenhe,CN,44.4,131.1667,48.43,97,24,0.6,few clouds
467,Haines Junction,CA,60.7522,-137.5108,56.32,60,100,7.31,overcast clouds
468,Inongo,CD,-1.95,18.2667,72.88,58,66,1.9,broken clouds
469,Sergeyevka,KZ,53.88,67.4158,54.99,79,28,7.65,scattered clouds
470,Mao,ES,39.8885,4.2658,72.16,64,0,3.44,clear sky
471,Kysyl-Syr,RU,63.8986,122.7617,52.5,64,82,5.1,broken clouds
472,Svinita,RO,44.4997,22.1061,60.91,93,53,2.95,broken clouds
473,Noshiro,JP,40.2039,140.0242,55.98,90,92,3.98,overcast clouds
474,Broome,US,42.2506,-75.833,75.02,47,40,8.05,scattered clouds
475,San Cristobal,VE,7.7669,-72.225,78.98,43,16,8.93,few clouds
476,Oloron-Sainte-Marie,FR,43.1944,-0.6107,75.13,71,100,1.97,overcast clouds
477,Pisco,PE,-13.7,-76.2167,66.25,77,2,6.91,haze
478,Saldanha,ZA,-33.0117,17.9442,64.87,42,29,9.69,scattered clouds
479,Setermoen,NO,68.861,18.3486,55.44,61,1,5.01,clear sky
480,Alofi,NU,-19.0595,-169.9187,76.89,78,75,8.05,broken clouds
481,Hailun,CN,47.45,126.9333,55.47,77,98,4.52,overcast clouds
482,Chhatak,BD,25.0333,91.6667,75.18,93,72,5.66,broken clouds
483,Ubinskoye,RU,55.3068,79.6802,61.81,88,100,6.2,light rain
484,Nikita,UA,44.5333,34.2333,58.32,82,72,3.44,broken clouds
485,Eureka,US,40.8021,-124.1637,79.2,71,100,5.99,overcast clouds
486,Trowbridge,GB,51.3189,-2.2086,62.19,84,67,7.99,broken clouds
487,Evensk,RU,61.95,159.2333,42.73,94,100,12.55,overcast clouds
488,Santiago Del Estero,AR,-27.7951,-64.2615,62.04,25,62,2.21,broken clouds
489,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,86,82,5.03,broken clouds
490,Looc,PH,12.2605,121.9926,80.58,78,39,4.65,scattered clouds
491,Houma,US,29.5958,-90.7195,88.0,70,75,9.22,broken clouds
492,Gandu,BR,-13.7439,-39.4867,72.46,91,99,2.73,overcast clouds
493,Waipawa,NZ,-41.4122,175.5153,51.96,84,61,23.15,light rain
494,Sambava,MG,-14.2667,50.1667,72.64,79,96,10.18,light rain
495,Talnakh,RU,69.4865,88.3972,49.21,55,11,7.45,few clouds
496,Shubarkuduk,KZ,49.1447,56.4872,58.55,65,3,3.71,clear sky
497,Puerto Colombia,CO,10.9878,-74.9547,80.69,71,100,12.03,overcast clouds
498,Bridgetown,BB,13.1,-59.6167,81.09,89,75,23.02,broken clouds
499,Bathsheba,BB,13.2167,-59.5167,81.21,89,75,23.02,broken clouds
500,Edd,ER,13.9297,41.6925,88.2,67,100,7.94,overcast clouds
501,Pancas,BR,-19.225,-40.8514,76.8,53,10,3.31,clear sky
502,Solnechnyy,RU,50.7214,136.6319,43.21,84,6,3.11,clear sky
503,Prince Rupert,CA,54.3161,-130.3201,51.89,86,100,25.32,overcast clouds
504,Juigalpa,NI,12.1063,-85.3645,85.91,66,40,6.91,scattered clouds
505,Inyonga,TZ,-6.7167,32.0667,69.21,51,99,6.58,overcast clouds
506,Poya,NC,-21.35,165.15,71.1,91,100,2.19,overcast clouds
507,Svetlogorsk,BY,52.6333,29.7333,65.97,81,0,6.11,clear sky
508,Marawi,PH,7.9986,124.2928,67.71,94,20,2.8,few clouds
509,Uruzgan,AF,32.8333,66.0,72.48,11,0,7.52,clear sky
510,Kokkola,FI,63.8385,23.1307,56.03,77,0,3.44,clear sky
511,Henties Bay,NA,-22.116,14.2845,71.67,30,0,7.96,clear sky
512,Gat,IL,31.61,34.7642,81.39,44,0,7.56,clear sky
513,Kargil,IN,34.5667,76.1,50.67,42,14,5.23,few clouds
514,Nador,MA,35.174,-2.9287,73.65,73,0,5.75,clear sky
515,Banda Aceh,ID,5.5577,95.3222,78.84,80,98,8.3,overcast clouds
516,Carauari,BR,-4.8828,-66.8958,81.99,83,100,1.95,overcast clouds
517,San Vicente,AR,-26.6167,-54.1333,56.57,72,100,5.53,overcast clouds
518,Balikpapan,ID,-1.2675,116.8289,75.09,90,99,2.93,overcast clouds
519,Mehamn,NO,71.0357,27.8492,44.51,81,59,19.01,broken clouds
520,Bubaque,GW,11.2833,-15.8333,81.1,80,37,19.46,scattered clouds
521,Rajanpur,PK,29.1035,70.325,95.31,34,0,19.06,clear sky
522,Severo-Kurilsk,RU,50.6789,156.125,43.41,93,100,9.69,overcast clouds
523,Luancheng,CN,37.8792,114.6517,71.76,60,1,4.32,clear sky
524,Neryungri,RU,56.6709,124.6491,53.4,92,95,1.52,overcast clouds
525,Mikhaylovka,RU,50.06,43.2379,65.34,60,3,2.48,clear sky
526,Ouadda,CF,8.0777,22.4007,72.84,74,78,0.89,broken clouds
527,Iracoubo,GF,5.4802,-53.2011,81.61,77,99,8.63,overcast clouds
528,Cotonou,BJ,6.3654,2.4183,80.58,83,40,9.22,scattered clouds
529,Polonnaruwa,LK,7.9333,81.0,79.66,67,96,10.89,overcast clouds
530,Marzuq,YE,14.4,46.4667,82.2,42,52,5.46,broken clouds
531,Hualmay,PE,-11.0964,-77.6139,68.09,72,35,9.73,scattered clouds
532,Montmagny,FR,48.9734,2.3469,70.02,65,0,2.3,clear sky
533,Kawalu,ID,-7.3817,108.2082,72.27,97,98,1.19,overcast clouds
534,Bentong,MY,3.5181,101.9079,73.51,97,100,1.41,overcast clouds
535,Tilichiki,RU,60.4667,166.1,51.62,62,96,5.01,overcast clouds
536,Liverpool,GB,53.4106,-2.9779,62.29,66,20,24.16,few clouds
537,Maiduguri,NG,11.8464,13.1603,91.71,35,85,10.69,overcast clouds
538,Tayturka,RU,52.8692,103.4608,51.57,71,81,4.92,broken clouds
539,Nicoya,CR,10.1483,-85.452,83.8,73,78,2.3,broken clouds
540,Clejani,RO,44.3197,25.6994,69.89,73,26,10.02,scattered clouds
541,Oranjemund,NA,-28.55,16.4333,65.98,32,47,4.61,scattered clouds
542,Wum,CM,6.3833,10.0667,64.47,94,54,3.31,light rain
543,Yadgir,IN,16.7667,77.1333,82.8,63,100,13.35,overcast clouds
544,Torrelavega,ES,43.3494,-4.0479,66.79,86,90,3.0,overcast clouds
545,Severo-Yeniseyskiy,RU,60.3725,93.0408,50.99,64,89,3.0,overcast clouds
546,Kohlu,PK,29.8962,69.252,80.4,39,0,4.56,clear sky
547,Rio Branco,BR,-9.9747,-67.81,68.61,100,100,8.05,mist
548,Cockburn Town,TC,21.4612,-71.1419,84.16,65,40,13.8,scattered clouds
549,Tres Arroyos,AR,-38.3739,-60.2798,45.1,44,1,14.61,clear sky
550,Guider,CM,9.9342,13.9486,85.3,46,31,1.83,scattered clouds
551,Iquique,CL,-20.2208,-70.1431,62.64,72,11,7.85,few clouds
552,Mabaruma,GY,8.2,-59.7833,82.17,75,100,5.97,overcast clouds
553,Kodinsk,RU,58.6881,99.1844,52.52,64,6,1.16,clear sky
554,Krasnokholmskiy,RU,55.9873,55.0466,57.74,95,100,5.08,overcast clouds
555,Yuzhou,CN,34.1628,113.4639,70.56,77,23,4.56,few clouds
556,Campbell River,CA,50.0163,-125.2446,65.59,78,94,7.99,light rain
557,Mitu,CO,1.1983,-70.1733,79.34,94,100,1.54,light rain
558,Nemuro,JP,43.3236,145.575,48.22,91,66,9.51,broken clouds
559,Ayan,RU,56.45,138.1667,42.8,92,99,1.52,overcast clouds
560,Yerbogachen,RU,61.2767,108.0108,48.02,94,21,4.7,light rain
561,Inverness,GB,57.4791,-4.224,60.71,76,20,13.8,light rain
562,Linhares,BR,-19.3911,-40.0722,75.78,64,9,6.93,clear sky
563,Mayumba,GA,-3.432,10.6554,74.3,91,9,4.47,clear sky
564,Zarubino,RU,42.63,131.0922,52.66,98,45,9.46,scattered clouds
565,Rawson,AR,-43.3002,-65.1023,48.65,31,23,7.52,few clouds
566,Inirida,CO,3.8653,-67.9239,84.52,77,95,0.76,overcast clouds
567,Ambanja,MG,-13.6833,48.45,70.45,88,12,3.49,few clouds
568,Kirakira,SB,-10.4544,161.9205,79.93,83,28,5.26,scattered clouds
569,Deputatskiy,RU,69.3,139.9,48.58,63,26,2.24,scattered clouds
570,Garowe,SO,8.4054,48.4845,86.5,36,43,24.09,scattered clouds
571,Quatre Cocos,MU,-20.2078,57.7625,71.71,81,58,13.82,light rain
572,Ostrovnoy,RU,68.0531,39.5131,42.75,75,17,5.75,few clouds
573,Larap,PH,14.299,122.6504,77.67,89,68,3.85,broken clouds
574,Shimoda,JP,34.6667,138.95,64.11,87,100,2.68,overcast clouds
575,Gao,ML,16.6362,1.637,96.15,10,17,9.55,few clouds
576,Nieuw Nickerie,SR,5.95,-56.9833,80.69,83,100,9.78,overcast clouds
577,Zverinogolovskoye,RU,54.4586,64.8542,53.42,95,16,8.03,few clouds
578,Ixtapa,MX,20.7,-105.2,85.23,79,20,13.8,few clouds
579,Pizarro,CO,4.9533,-77.366,81.68,74,61,8.46,broken clouds
580,Saint-Georges,GD,12.0564,-61.7485,81.03,78,91,13.71,overcast clouds
581,Tazmalt,DZ,36.3868,4.3989,68.81,57,1,5.46,clear sky
582,Hami,CN,42.8,93.45,73.96,10,26,5.23,scattered clouds
583,Jiayuguan,CN,39.8167,98.3,61.77,17,100,5.1,overcast clouds
584,Tomatlan,MX,19.9333,-105.25,85.8,60,98,8.08,overcast clouds
585,Lukulu,ZM,-14.3707,23.242,59.41,54,28,5.86,scattered clouds
586,Jumla,NP,29.2747,82.1838,59.34,82,82,0.67,broken clouds
587,Lufkin,US,31.3382,-94.7291,96.84,49,0,6.91,clear sky
588,Lerwick,GB,60.1545,-1.1494,53.6,86,100,15.19,overcast clouds
589,Tsumeb,NA,-19.2333,17.7167,57.15,32,0,8.01,clear sky
590,Kilgore,US,32.3863,-94.8758,94.14,55,0,9.22,clear sky
591,Koumac,NC,-20.5667,164.2833,73.18,87,100,9.93,overcast clouds
592,Safford,US,32.834,-109.7076,105.12,13,0,6.91,clear sky
593,Sciacca,IT,37.5082,13.0881,70.0,77,0,11.7,clear sky
594,Aksarka,RU,66.5606,67.7975,56.93,94,98,11.56,light rain
595,Aasiaat,GL,68.7098,-52.8699,34.39,86,100,6.15,overcast clouds
596,Penzance,GB,50.1186,-5.5371,57.88,85,0,17.98,clear sky
597,Humaita,BR,-7.5061,-63.0208,83.8,75,99,0.69,moderate rain
598,Puerto Suarez,BO,-18.95,-57.8,71.96,73,75,14.97,broken clouds
599,Agadir,MA,30.4202,-9.5982,70.25,84,26,2.71,scattered clouds
600,Tigil,RU,57.8,158.6667,45.75,64,100,7.45,overcast clouds
601,Bhinga,IN,27.7167,81.9333,88.48,48,25,9.82,scattered clouds
602,Una,IN,20.8167,71.0333,83.91,78,96,9.93,overcast clouds
603,Aras,ES,42.5617,-2.356,77.41,28,0,4.61,clear sky
604,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,61.16,36,0,8.05,clear sky
605,Uspenka,UA,48.3903,39.1619,65.46,59,0,2.46,clear sky
606,Vaitape,PF,-16.5167,-151.75,80.2,74,12,17.94,light rain
607,Moree,AU,-29.4667,149.85,46.56,64,58,10.6,broken clouds
608,Kununurra,AU,-15.7667,128.7333,62.58,36,18,6.91,few clouds
609,Cosala,MX,24.4125,-106.6908,96.98,33,61,5.99,broken clouds
610,Simi,SL,9.5667,-12.35,80.73,75,33,8.55,light rain
611,Havre,FR,49.5833,0.3333,68.2,88,75,11.5,broken clouds
612,Brownsville,US,25.9018,-97.4975,97.09,50,0,18.41,clear sky
613,Lago Da Pedra,BR,-4.3333,-45.1667,78.69,91,100,1.23,light rain
614,Road Town,VG,18.4167,-64.6167,86.04,66,40,11.5,scattered clouds
615,Zahesi,GE,41.8246,44.7536,62.31,86,100,3.83,overcast clouds
616,Shaki,AZ,41.0833,47.1667,68.56,57,97,10.11,overcast clouds
617,Sobolevo,RU,54.4299,31.8996,64.53,86,74,2.64,broken clouds
618,Kampot,KH,10.6167,104.1833,78.85,83,100,6.11,overcast clouds
619,Iquitos,PE,-3.7481,-73.2472,75.24,94,100,3.44,moderate rain
620,Ramonville-Saint-Agne,FR,43.5462,1.4749,76.82,44,0,6.91,clear sky
621,Letlhakane,BW,-21.4167,25.5833,55.2,38,0,15.35,clear sky
622,Monki,PL,53.405,22.7979,62.67,94,73,10.67,broken clouds
623,Naze,JP,28.3667,129.4833,74.32,91,100,21.68,heavy intensity rain
624,Port-Cartier,CA,50.0334,-66.8654,52.02,95,100,10.22,moderate rain
625,Yarada,IN,17.65,83.2667,82.72,94,75,2.3,mist
626,Alberton,CA,46.8168,-64.0654,64.69,68,76,14.52,broken clouds
627,Harper,LR,4.375,-7.7169,76.96,87,100,9.57,light rain
628,Bilma,NE,18.6853,12.9164,96.04,17,52,8.52,broken clouds
629,Urusha,RU,54.05,122.9,50.58,58,10,2.64,clear sky
630,Spasskoye,RU,44.6108,132.7969,51.48,95,1,1.61,clear sky
631,Nantucket,US,41.2835,-70.0995,75.31,78,0,18.41,clear sky
632,Tsabong,BW,-26.0217,22.401,59.7,29,2,8.43,clear sky
633,Vallenar,CL,-28.5708,-70.7581,77.94,20,3,5.37,clear sky
634,Smithers,CA,54.7804,-127.1743,61.12,44,75,9.22,broken clouds
635,Flinders,AU,-34.5833,150.8552,53.19,68,2,8.99,clear sky
636,Saint Simons,US,31.1352,-81.3901,89.65,51,40,11.5,scattered clouds
637,Marabba,SD,12.35,32.1833,89.65,42,75,12.68,broken clouds
638,Okhotsk,RU,59.3833,143.3,40.68,96,100,5.86,overcast clouds
639,Wawa,NG,9.9022,4.4192,83.97,59,15,6.31,light rain
640,Sistranda,NO,63.7256,8.834,51.76,84,100,6.4,overcast clouds
641,Pimentel,PE,-6.8367,-79.9342,70.09,64,0,19.57,clear sky
642,Coruripe,BR,-10.1256,-36.1756,75.96,88,15,9.37,few clouds
643,Nuuk,GL,64.1835,-51.7216,45.21,70,75,6.91,broken clouds
644,Ottumwa,US,41.02,-92.4113,73.94,73,100,5.75,overcast clouds
645,Hamilton,US,39.1834,-84.5333,75.06,74,100,6.91,overcast clouds
646,Bulgan,MN,48.8125,103.5347,41.04,91,100,6.53,overcast clouds
647,Praia Da Vitoria,PT,38.7333,-27.0667,65.75,94,75,4.38,light intensity drizzle
648,Soyo,AO,-6.1349,12.3689,74.44,89,8,7.14,clear sky
649,Kharabali,RU,47.4196,47.2568,72.7,37,1,8.59,clear sky
650,Otse,BW,-25.0167,25.7333,49.51,41,0,2.57,clear sky
651,Dharmabad,IN,18.9,77.85,80.8,67,100,9.64,overcast clouds
652,Tiarei,PF,-17.5333,-149.3333,82.42,75,18,11.39,light rain
653,Ilo,PE,-17.6394,-71.3375,65.26,77,0,8.05,clear sky
654,Kimbe,PG,-5.5502,150.1429,74.3,94,13,2.77,few clouds
655,Rexburg,US,43.826,-111.7897,83.71,31,0,11.5,clear sky
656,Palana,RU,59.1167,159.9667,40.32,75,99,19.71,light rain
657,Mansa,IN,29.9833,75.3833,95.47,15,0,7.63,clear sky
658,Luena,AO,-11.7833,19.9167,53.38,63,0,3.83,clear sky
659,Qaqortoq,GL,60.7167,-46.0333,46.02,64,100,5.88,overcast clouds
660,Olinda,BR,-8.0089,-34.8553,80.33,78,20,4.61,few clouds
661,Mopti,ML,14.6667,-4.0,101.28,8,0,8.32,clear sky
662,Kanniyakumari,IN,8.0833,77.5667,80.1,84,62,19.01,broken clouds
663,Nachingwea,TZ,-10.3833,38.7667,68.23,71,95,3.38,overcast clouds
664,Nichinan,JP,31.6,131.3667,65.91,95,100,13.44,moderate rain
665,Colatina,BR,-19.5394,-40.6306,77.07,54,7,1.72,clear sky
666,Angoche,MZ,-16.2325,39.9086,70.32,75,0,9.1,clear sky
667,Carballo,ES,43.213,-8.691,64.54,87,53,7.56,broken clouds
668,Bend,US,44.0582,-121.3153,71.46,60,75,13.8,broken clouds
669,Tabuk,PH,17.4189,121.4443,73.69,89,100,3.15,overcast clouds
670,Itigi,TZ,-5.7,34.4833,67.35,56,94,10.65,overcast clouds
671,Verkhnevilyuysk,RU,63.4453,120.3167,52.48,73,97,5.23,overcast clouds
672,Corner Brook,CA,48.9667,-57.9484,68.16,90,100,6.55,overcast clouds
673,Nioro,GM,13.35,-15.75,85.28,54,40,14.9,scattered clouds
674,Krasnyy Kut,RU,50.95,46.9667,66.2,67,7,8.34,clear sky
675,Tucuma,BR,-0.1833,-50.05,78.26,85,100,4.38,overcast clouds
676,Nadym,RU,65.5333,72.5167,56.01,79,99,9.82,overcast clouds
677,Nyuksenitsa,RU,60.4128,44.2397,54.05,92,16,7.65,few clouds
678,Fairbanks,US,64.8378,-147.7164,56.08,55,100,6.91,light rain
679,Yuzhno-Kurilsk,RU,44.0306,145.8556,46.33,92,58,8.61,broken clouds
680,Luderitz,NA,-26.6481,15.1594,66.9,31,95,2.8,overcast clouds
681,Campina Verde,BR,-19.5356,-49.4864,77.02,53,100,10.69,overcast clouds
682,New Richmond,US,45.123,-92.5366,80.28,22,100,4.61,overcast clouds
683,Barcelos,PT,41.5388,-8.6151,82.92,70,6,8.7,clear sky
684,Mayo,US,38.8876,-76.5119,82.51,54,75,6.91,broken clouds
685,Meulaboh,ID,4.1363,96.1285,74.75,91,51,6.58,broken clouds
686,San Carlos De Bariloche,AR,-41.1456,-71.3082,46.44,49,0,2.3,clear sky
687,Nouadhibou,MR,20.931,-17.0347,67.98,83,1,21.85,sand
688,Dongli,CN,23.5656,116.8194,76.98,100,75,0.0,broken clouds
